DateTime,Battery_voltage,Battery_SOC,TDR0_us,TDR0_WC%,TDR1_us,TDR1_WC%,TDR2_us,TDR2_WC%,TDR3_us,TDR3_WC%,TDR4_us,TDR4_WC%,TDR5_us,TDR5_WC%,TDR6_us,TDR6_WC%,TDR7_us,TDR7_WC%
2026-01-24T00:00:19,12.611,92.562,9999.0000,6992294.0000,27.7308,29.7294,29.1877,34.6163,25.5337,22.9215,30.1787,38.1100,29.1256,34.4021,29.4351,35.4758,25.6680,23.3184
2026-01-24T00:15:18,12.607,92.234,9999.0000,6992294.0000,27.7300,29.7269,29.1877,34.6163,25.5337,22.9215,30.1768,38.1035,29.1223,34.3904,29.4351,35.4758,25.6706,23.3262
2026-01-24T00:30:17,12.606,92.208,9999.0000,6992294.0000,27.7293,29.7244,29.1886,34.6192,25.5356,22.9273,30.1777,38.1068,29.1240,34.3962,29.4351,35.4758,25.6713,23.3282
2026-01-24T00:45:22,12.605,92.044,9999.0000,6992294.0000,27.7293,29.7244,29.1869,34.6134,25.5343,22.9234,30.1796,38.1133,29.1223,34.3904,29.4351,35.4758,25.6700,23.3243
2026-01-24T01:00:21,12.604,92.015,9999.0000,6992294.0000,27.7300,29.7269,29.1869,34.6134,25.5356,22.9273,30.1796,38.1133,29.1240,34.3962,29.4369,35.4818,25.6700,23.3243
2026-01-24T01:15:20,12.609,92.401,9999.0000,6992294.0000,27.7293,29.7244,29.1852,34.6075,25.5343,22.9234,30.1805,38.1166,29.1214,34.3875,29.4343,35.4728,25.6720,23.3301
2026-01-24T01:30:19,12.603,91.905,9999.0000,6992294.0000,27.7293,29.7244,29.1886,34.6192,25.5330,22.9196,30.1787,38.1100,29.1248,34.3992,29.4351,35.4758,25.6706,23.3262
2026-01-24T01:45:18,12.607,92.234,9999.0000,6992294.0000,27.7293,29.7244,29.1869,34.6134,25.5363,22.9292,30.1796,38.1133,29.1223,34.3904,29.4334,35.4697,25.6706,23.3262
2026-01-24T02:00:17,12.605,92.097,9999.0000,6992294.0000,27.7300,29.7269,29.1843,34.6045,25.5343,22.9234,30.1814,38.1199,29.1248,34.3992,29.4360,35.4788,25.6700,23.3243
2026-01-24T02:15:22,12.606,92.152,9999.0000,6992294.0000,27.7293,29.7244,29.1877,34.6163,25.5337,22.9215,30.1777,38.1068,29.1240,34.3962,29.4360,35.4788,25.6726,23.3321
2026-01-24T02:30:21,12.608,92.317,9999.0000,6992294.0000,27.7300,29.7269,29.1852,34.6075,25.5356,22.9273,30.1777,38.1068,29.1214,34.3875,29.4351,35.4758,25.6713,23.3282
2026-01-24T02:45:20,12.604,91.960,9999.0000,6992294.0000,27.7300,29.7269,29.1869,34.6134,25.5343,22.9234,30.1777,38.1068,29.1223,34.3904,29.4334,35.4697,25.6720,23.3301
2026-01-24T03:00:20,12.607,92.234,9999.0000,6992294.0000,27.7277,29.7194,29.1877,34.6163,25.5369,22.9311,30.1777,38.1068,29.1231,34.3933,29.4343,35.4728,25.6693,23.3223
2026-01-24T03:15:19,12.602,91.850,9999.0000,6992294.0000,27.7293,29.7244,29.1869,34.6134,25.5337,22.9215,30.1796,38.1133,29.1248,34.3992,29.4351,35.4758,25.6726,23.3321
2026-01-24T03:30:18,12.601,91.713,9999.0000,6992294.0000,27.7293,29.7244,29.1869,34.6134,25.5330,22.9196,30.1777,38.1068,29.1240,34.3962,29.4334,35.4697,25.6706,23.3262
2026-01-24T03:45:17,12.605,92.097,9999.0000,6992294.0000,27.7308,29.7294,29.1860,34.6104,25.5350,22.9254,30.1814,38.1199,29.1231,34.3933,29.4343,35.4728,25.6713,23.3282
2026-01-24T04:00:22,12.606,92.179,9999.0000,6992294.0000,27.7285,29.7219,29.1860,34.6104,25.5363,22.9292,30.1805,38.1166,29.1214,34.3875,29.4343,35.4728,25.6720,23.3301
2026-01-24T04:15:21,12.604,92.015,9999.0000,6992294.0000,27.7300,29.7269,29.1852,34.6075,25.5343,22.9234,30.1787,38.1100,29.1231,34.3933,29.4351,35.4758,25.6720,23.3301
2026-01-24T04:30:20,12.602,91.795,9999.0000,6992294.0000,27.7285,29.7219,29.1860,34.6104,25.5363,22.9292,30.1796,38.1133,29.1223,34.3904,29.4360,35.4788,25.6720,23.3301
2026-01-24T04:45:19,12.606,92.179,9999.0000,6992294.0000,27.7277,29.7194,29.1843,34.6045,25.5350,22.9254,30.1787,38.1100,29.1248,34.3992,29.4334,35.4697,25.6706,23.3262
2026-01-24T05:00:18,12.602,91.823,9999.0000,6992294.0000,27.7277,29.7194,29.1877,34.6163,25.5356,22.9273,30.1805,38.1166,29.1240,34.3962,29.4351,35.4758,25.6706,23.3262
2026-01-24T05:15:17,12.604,92.015,9999.0000,6992294.0000,27.7285,29.7219,29.1877,34.6163,25.5330,22.9196,30.1796,38.1133,29.1256,34.4021,29.4325,35.4667,25.6706,23.3262
2026-01-24T05:30:22,12.601,91.713,9999.0000,6992294.0000,27.7277,29.7194,29.1869,34.6134,25.5337,22.9215,30.1787,38.1100,29.1223,34.3904,29.4343,35.4728,25.6726,23.3321
2026-01-24T05:45:21,12.603,91.905,9999.0000,6992294.0000,27.7254,29.7119,29.1834,34.6016,25.5356,22.9273,30.1805,38.1166,29.1223,34.3904,29.4325,35.4667,25.6720,23.3301
2026-01-24T06:00:21,12.603,91.905,9999.0000,6992294.0000,27.7277,29.7194,29.1860,34.6104,25.5343,22.9234,30.1787,38.1100,29.1265,34.4050,29.4343,35.4728,25.6713,23.3282
2026-01-24T06:15:20,12.602,91.850,9999.0000,6992294.0000,27.7293,29.7244,29.1852,34.6075,25.5343,22.9234,30.1796,38.1133,29.1223,34.3904,29.4325,35.4667,25.6726,23.3321
2026-01-24T06:30:19,12.600,91.686,9999.0000,6992294.0000,27.7269,29.7169,29.1877,34.6163,25.5343,22.9234,30.1787,38.1100,29.1240,34.3962,29.4343,35.4728,25.6720,23.3301
