DateTime,Battery_voltage,Battery_SOC,TDR0_us,TDR0_WC%,TDR1_us,TDR1_WC%,TDR2_us,TDR2_WC%,TDR3_us,TDR3_WC%,TDR4_us,TDR4_WC%,TDR5_us,TDR5_WC%,TDR6_us,TDR6_WC%,TDR7_us,TDR7_WC%
2026-02-07T00:00:19,12.851,100.000,9999.0000,6992294.0000,27.5702,29.2090,28.6763,32.8670,25.1864,21.9073,29.9527,37.3012,9999.0000,6992294.0000,29.3582,35.2077,25.5885,23.0833
2026-02-07T00:15:18,12.849,100.000,9999.0000,6992294.0000,27.5710,29.2115,28.6763,32.8670,25.1864,21.9073,29.9527,37.3012,9999.0000,6992294.0000,29.3565,35.2017,25.5892,23.0853
2026-02-07T00:30:17,12.848,100.000,9999.0000,6992294.0000,27.5710,29.2115,28.6771,32.8698,25.1864,21.9073,29.9545,37.3076,9999.0000,6992294.0000,29.3531,35.1897,25.5885,23.0833
2026-02-07T00:45:22,12.847,100.000,9999.0000,6992294.0000,27.5718,29.2139,28.6763,32.8670,25.1864,21.9073,29.9527,37.3012,9999.0000,6992294.0000,29.3565,35.2017,25.5872,23.0795
2026-02-07T01:00:21,12.848,100.000,9999.0000,6992294.0000,27.5718,29.2139,28.6779,32.8726,25.1870,21.9092,29.9500,37.2916,20833.3340,30368816.0000,29.3548,35.1957,25.5885,23.0833
2026-02-07T01:15:21,12.846,100.000,9999.0000,6992294.0000,27.5740,29.2213,28.6779,32.8726,25.1851,21.9037,29.9518,37.2980,9999.0000,6992294.0000,29.3565,35.2017,25.5885,23.0833
2026-02-07T01:30:20,12.850,100.000,9999.0000,6992294.0000,27.5733,29.2188,28.6763,32.8670,25.1845,21.9018,29.9491,37.2884,9999.0000,6992294.0000,29.3556,35.1987,25.5898,23.0872
2026-02-07T01:45:19,12.847,100.000,9999.0000,6992294.0000,27.5718,29.2139,28.6771,32.8698,25.1857,21.9055,29.9518,37.2980,9999.0000,6992294.0000,29.3548,35.1957,25.5885,23.0833
2026-02-07T02:00:18,12.846,100.000,9999.0000,6992294.0000,27.5725,29.2164,28.6788,32.8754,25.1870,21.9092,29.9518,37.2980,9999.0000,6992294.0000,29.3582,35.2077,25.5892,23.0853
2026-02-07T02:15:17,12.846,100.000,9999.0000,6992294.0000,27.5725,29.2164,28.6763,32.8670,25.1857,21.9055,29.9500,37.2916,9999.0000,6992294.0000,29.3539,35.1927,25.5885,23.0833
2026-02-07T02:30:22,12.844,100.000,9999.0000,6992294.0000,27.5725,29.2164,28.6788,32.8754,25.1851,21.9037,29.9536,37.3044,9999.0000,6992294.0000,29.3574,35.2047,25.5879,23.0814
2026-02-07T02:45:21,12.843,100.000,9999.0000,6992294.0000,27.5710,29.2115,28.6763,32.8670,25.1851,21.9037,29.9518,37.2980,9999.0000,6992294.0000,29.3565,35.2017,25.5885,23.0833
2026-02-07T03:00:20,12.844,100.000,9999.0000,6992294.0000,27.5756,29.2262,28.6779,32.8726,25.1876,21.9110,29.9491,37.2884,9999.0000,6992294.0000,29.3539,35.1927,25.5885,23.0833
2026-02-07T03:15:20,12.846,100.000,9999.0000,6992294.0000,27.5740,29.2213,28.6788,32.8754,25.1864,21.9073,29.9554,37.3108,9999.0000,6992294.0000,29.3574,35.2047,25.5892,23.0853
2026-02-07T03:30:19,12.842,100.000,9999.0000,6992294.0000,27.5733,29.2188,28.6788,32.8754,25.1857,21.9055,29.9536,37.3044,9999.0000,6992294.0000,29.3548,35.1957,25.5898,23.0872
2026-02-07T03:45:18,12.842,100.000,9999.0000,6992294.0000,27.5733,29.2188,28.6788,32.8754,25.1870,21.9092,29.9536,37.3044,9999.0000,6992294.0000,29.3582,35.2077,25.5879,23.0814
2026-02-07T04:00:17,12.841,100.000,9999.0000,6992294.0000,27.5756,29.2262,28.6796,32.8782,25.1864,21.9073,29.9536,37.3044,9999.0000,6992294.0000,29.3582,35.2077,25.5885,23.0833
2026-02-07T04:15:22,12.840,100.000,9999.0000,6992294.0000,27.5740,29.2213,28.6779,32.8726,25.1870,21.9092,29.9518,37.2980,9999.0000,6992294.0000,29.3548,35.1957,25.5866,23.0776
2026-02-07T04:30:21,12.839,100.000,9999.0000,6992294.0000,27.5748,29.2237,28.6788,32.8754,25.1857,21.9055,29.9518,37.2980,9999.0000,6992294.0000,29.3556,35.1987,25.5898,23.0872
2026-02-07T04:45:20,12.842,100.000,9999.0000,6992294.0000,27.5733,29.2188,28.6788,32.8754,25.1864,21.9073,29.9518,37.2980,9999.0000,6992294.0000,29.3539,35.1927,25.5879,23.0814
2026-02-07T05:00:19,12.839,100.000,9999.0000,6992294.0000,27.5778,29.2336,28.6779,32.8726,25.1870,21.9092,29.9518,37.2980,9999.0000,6992294.0000,29.3574,35.2047,25.5872,23.0795
2026-02-07T05:15:18,12.836,100.000,9999.0000,6992294.0000,27.5748,29.2237,28.6779,32.8726,25.1864,21.9073,29.9545,37.3076,9999.0000,6992294.0000,29.3539,35.1927,25.5872,23.0795
