DateTime,Battery_voltage,Battery_SOC,TDR0_us,TDR0_WC%,TDR1_us,TDR1_WC%,TDR2_us,TDR2_WC%,TDR3_us,TDR3_WC%,TDR4_us,TDR4_WC%,TDR5_us,TDR5_WC%,TDR6_us,TDR6_WC%,TDR7_us,TDR7_WC%
2026-01-27T00:00:17,12.556,88.016,9999.0000,6992294.0000,27.6625,29.5077,29.0116,34.0097,25.4498,22.6752,30.1159,37.8849,29.0884,34.2737,29.4187,35.4184,25.6555,23.2814
2026-01-27T00:15:22,12.552,87.660,9999.0000,6992294.0000,27.6625,29.5077,29.0116,34.0097,25.4498,22.6752,30.1178,37.8914,29.0867,34.2678,29.4187,35.4184,25.6555,23.2814
2026-01-27T00:30:21,12.547,87.277,9999.0000,6992294.0000,27.6633,29.5101,29.0133,34.0155,25.4466,22.6657,30.1187,37.8946,29.0875,34.2707,29.4178,35.4153,25.6548,23.2794
2026-01-27T00:45:20,12.549,87.387,9999.0000,6992294.0000,27.6595,29.4977,29.0116,34.0097,25.4492,22.6733,30.1196,37.8979,29.0884,34.2737,29.4178,35.4153,25.6568,23.2853
2026-01-27T01:00:19,12.548,87.359,9999.0000,6992294.0000,27.6595,29.4977,29.0124,34.0126,25.4485,22.6714,30.1178,37.8914,29.0884,34.2737,29.4187,35.4184,25.6548,23.2794
2026-01-27T01:15:19,12.549,87.414,9999.0000,6992294.0000,27.6618,29.5052,29.0116,34.0097,25.4485,22.6714,30.1169,37.8881,29.0884,34.2737,29.4196,35.4214,25.6575,23.2872
2026-01-27T01:30:18,12.549,87.441,9999.0000,6992294.0000,27.6602,29.5002,29.0107,34.0068,25.4485,22.6714,30.1169,37.8881,29.0892,34.2766,29.4170,35.4123,25.6562,23.2833
2026-01-27T01:45:17,12.546,87.195,9999.0000,6992294.0000,27.6602,29.5002,29.0107,34.0068,25.4479,22.6695,30.1169,37.8881,29.0875,34.2707,29.4187,35.4184,25.6555,23.2814
2026-01-27T02:00:22,12.547,87.277,9999.0000,6992294.0000,27.6610,29.5027,29.0124,34.0126,25.4498,22.6752,30.1178,37.8914,29.0867,34.2678,29.4152,35.4063,25.6548,23.2794
2026-01-27T02:15:21,12.542,86.866,9999.0000,6992294.0000,27.6618,29.5052,29.0116,34.0097,25.4492,22.6733,30.1159,37.8849,29.0867,34.2678,29.4178,35.4153,25.6555,23.2814
