DateTime,Battery_voltage,Battery_SOC,TDR0_us,TDR0_WC%,TDR1_us,TDR1_WC%,TDR2_us,TDR2_WC%,TDR3_us,TDR3_WC%,TDR4_us,TDR4_WC%,TDR5_us,TDR5_WC%,TDR6_us,TDR6_WC%,TDR7_us,TDR7_WC%
2026-02-19T00:00:19,12.630,94.193,9999.0000,6992294.0000,29.4707,35.6000,29.7823,36.6961,25.1477,21.7955,29.8543,36.9514,28.8842,33.5738,29.2997,35.0044,25.5278,22.9042
2026-02-19T00:15:18,12.626,93.865,9999.0000,6992294.0000,29.4698,35.5970,29.7841,36.7024,25.1484,21.7974,29.8534,36.9482,28.8867,33.5823,29.2997,35.0044,25.5265,22.9004
2026-02-19T00:30:17,12.624,93.670,9999.0000,6992294.0000,29.4707,35.6000,29.7832,36.6992,25.1484,21.7974,29.8525,36.9450,28.8850,33.5766,29.2989,35.0014,25.5265,22.9004
2026-02-19T00:45:22,12.627,93.947,9999.0000,6992294.0000,29.4698,35.5970,29.7867,36.7118,25.1496,21.8010,29.8525,36.9450,28.8859,33.5795,29.2989,35.0014,25.5278,22.9042
2026-02-19T01:00:21,12.628,94.003,9999.0000,6992294.0000,29.4707,35.6000,29.7876,36.7149,25.1490,21.7992,29.8516,36.9419,28.8859,33.5795,29.2980,34.9984,25.5278,22.9042
2026-02-19T01:15:21,12.623,93.613,9999.0000,6992294.0000,29.4707,35.6000,29.7885,36.7181,25.1471,21.7937,29.8525,36.9450,28.8859,33.5795,29.2997,35.0044,25.5265,22.9004
2026-02-19T01:30:20,12.628,93.974,9999.0000,6992294.0000,29.4707,35.6000,29.7903,36.7244,25.1477,21.7955,29.8516,36.9419,28.8850,33.5766,29.3006,35.0074,25.5245,22.8947
2026-02-19T01:45:19,12.627,93.945,9999.0000,6992294.0000,29.4672,35.5879,29.7929,36.7338,25.1496,21.8010,29.8534,36.9482,28.8859,33.5795,29.3006,35.0074,25.5271,22.9023
2026-02-19T02:00:18,12.624,93.642,9999.0000,6992294.0000,29.4655,35.5818,29.7929,36.7338,25.1484,21.7974,29.8516,36.9419,28.8850,33.5766,29.2972,34.9954,25.5258,22.8985
2026-02-19T02:15:17,12.624,93.642,9999.0000,6992294.0000,29.4672,35.5879,29.7956,36.7432,25.1503,21.8029,29.8525,36.9450,28.8859,33.5795,29.2989,35.0014,25.5245,22.8947
2026-02-19T02:30:22,12.622,93.533,9999.0000,6992294.0000,29.4646,35.5788,29.7965,36.7464,25.1484,21.7974,29.8516,36.9419,28.8859,33.5795,29.2972,34.9954,25.5252,22.8966
2026-02-19T02:45:21,12.622,93.533,9999.0000,6992294.0000,29.4655,35.5818,29.7983,36.7527,25.1490,21.7992,29.8534,36.9482,28.8850,33.5766,29.2989,35.0014,25.5245,22.8947
2026-02-19T03:00:20,12.620,93.365,9999.0000,6992294.0000,29.4664,35.5849,29.7992,36.7558,25.1503,21.8029,29.8552,36.9545,28.8842,33.5738,29.2997,35.0044,25.5271,22.9023
2026-02-19T03:15:20,12.624,93.670,9999.0000,6992294.0000,29.4638,35.5757,29.8000,36.7589,25.1477,21.7955,29.8534,36.9482,28.8850,33.5766,29.2997,35.0044,25.5265,22.9004
2026-02-19T03:30:19,12.624,93.700,9999.0000,6992294.0000,29.4655,35.5818,29.8000,36.7589,25.1490,21.7992,29.8543,36.9514,28.8850,33.5766,29.2997,35.0044,25.5265,22.9004
2026-02-19T03:45:18,12.624,93.642,9999.0000,6992294.0000,29.4629,35.5727,29.8027,36.7684,25.1490,21.7992,29.8543,36.9514,28.8850,33.5766,29.2997,35.0044,25.5258,22.8985
2026-02-19T04:00:17,12.620,93.336,9999.0000,6992294.0000,29.4638,35.5757,29.8045,36.7747,25.1503,21.8029,29.8534,36.9482,28.8842,33.5738,29.2980,34.9984,25.5252,22.8966
2026-02-19T04:15:22,12.622,93.509,9999.0000,6992294.0000,29.4638,35.5757,29.8045,36.7747,25.1496,21.8010,29.8552,36.9545,28.8884,33.5880,29.2997,35.0044,25.5252,22.8966
2026-02-19T04:30:21,12.621,93.394,9999.0000,6992294.0000,29.4620,35.5697,29.8080,36.7873,25.1509,21.8047,29.8552,36.9545,28.8850,33.5766,29.2989,35.0014,25.5271,22.9023
2026-02-19T04:45:20,12.621,93.391,9999.0000,6992294.0000,29.4612,35.5667,29.8071,36.7841,25.1509,21.8047,29.8525,36.9450,28.8850,33.5766,29.2980,34.9984,25.5258,22.8985
2026-02-19T05:00:20,12.619,93.228,9999.0000,6992294.0000,29.4612,35.5667,29.8098,36.7936,25.1503,21.8029,29.8525,36.9450,28.8867,33.5823,29.2989,35.0014,25.5265,22.9004
2026-02-19T05:15:19,12.618,93.201,9999.0000,6992294.0000,29.4612,35.5667,29.8125,36.8030,25.1484,21.7974,29.8543,36.9514,28.8850,33.5766,29.2997,35.0044,25.5245,22.8947
2026-02-19T05:30:18,12.619,93.284,9999.0000,6992294.0000,29.4603,35.5636,29.8134,36.8062,25.1496,21.8010,29.8534,36.9482,28.8850,33.5766,29.2972,34.9954,25.5245,22.8947
2026-02-19T05:45:17,12.617,93.060,9999.0000,6992294.0000,29.4568,35.5515,29.8134,36.8062,25.1503,21.8029,29.8516,36.9419,28.8859,33.5795,29.2980,34.9984,25.5258,22.8985
2026-02-19T06:00:22,12.617,93.088,9999.0000,6992294.0000,29.4551,35.5454,29.8160,36.8156,25.1490,21.7992,29.8525,36.9450,28.8850,33.5766,29.2989,35.0014,25.5245,22.8947
2026-02-19T06:15:21,12.618,93.144,9999.0000,6992294.0000,29.4568,35.5515,29.8169,36.8188,25.1503,21.8029,29.8543,36.9514,28.8842,33.5738,29.2997,35.0044,25.5271,22.9023
