DateTime,Battery_voltage,Battery_SOC,TDR0_us,TDR0_WC%,TDR1_us,TDR1_WC%,TDR2_us,TDR2_WC%,TDR3_us,TDR3_WC%,TDR4_us,TDR4_WC%,TDR5_us,TDR5_WC%,TDR6_us,TDR6_WC%,TDR7_us,TDR7_WC%
2026-02-16T00:00:22,12.683,98.549,9999.0000,6992294.0000,30.1159,37.8849,29.2552,34.8498,25.1237,21.7262,29.8686,37.0020,9999.0000,6992294.0000,29.3152,35.0581,25.5408,22.9426
2026-02-16T00:15:21,12.682,98.494,9999.0000,6992294.0000,30.0933,37.8037,29.2586,34.8616,25.1212,21.7189,29.8695,37.0052,42.2958,91.9492,29.3169,35.0640,25.5415,22.9446
2026-02-16T00:30:20,12.678,98.138,9999.0000,6992294.0000,30.0761,37.7421,29.2646,34.8824,25.1231,21.7244,29.8686,37.0020,28.9034,33.6393,29.3126,35.0491,25.5415,22.9446
2026-02-16T00:45:19,12.675,97.892,9999.0000,6992294.0000,30.0562,37.6709,29.2663,34.8883,25.1231,21.7244,29.8677,36.9989,671.5917,31142.7420,29.3126,35.0491,25.5421,22.9465
2026-02-16T01:00:18,12.676,98.029,9999.0000,6992294.0000,30.0400,37.6127,29.2672,34.8913,25.1218,21.7207,29.8686,37.0020,28.9042,33.6422,29.3143,35.0551,25.5428,22.9484
2026-02-16T01:15:18,12.676,97.974,9999.0000,6992294.0000,30.0264,37.5644,29.2714,34.9062,25.1218,21.7207,29.8686,37.0020,9999.0000,6992294.0000,29.3135,35.0521,25.5408,22.9426
2026-02-16T01:30:17,12.676,97.974,9999.0000,6992294.0000,30.0129,37.5161,29.2749,34.9181,25.1231,21.7244,29.8695,37.0052,9999.0000,6992294.0000,29.3135,35.0521,25.5415,22.9446
2026-02-16T01:45:22,12.673,97.755,9999.0000,6992294.0000,30.0021,37.4775,29.2783,34.9300,25.1237,21.7262,29.8677,36.9989,9999.0000,6992294.0000,29.3118,35.0461,25.5402,22.9407
2026-02-16T02:00:21,12.675,97.919,9999.0000,6992294.0000,29.9868,37.4229,29.2791,34.9329,25.1244,21.7280,29.8686,37.0020,9999.0000,6992294.0000,29.3161,35.0611,25.5408,22.9426
2026-02-16T02:15:20,12.673,97.755,9999.0000,6992294.0000,29.9787,37.3940,29.2809,34.9389,25.1237,21.7262,29.8704,37.0084,36.1598,62.1166,29.3152,35.0581,25.5408,22.9426
2026-02-16T02:30:19,12.674,97.837,9999.0000,6992294.0000,29.9670,37.3524,29.2817,34.9419,25.1256,21.7317,29.8695,37.0052,43.9059,100.6501,29.3126,35.0491,25.5428,22.9484
2026-02-16T02:45:18,12.677,98.056,9999.0000,6992294.0000,29.9599,37.3268,29.2817,34.9419,25.1256,21.7317,29.8704,37.0084,30.1477,37.9989,29.3152,35.0581,25.5408,22.9426
2026-02-16T03:00:17,12.673,97.782,9999.0000,6992294.0000,29.9518,37.2980,29.2877,34.9627,25.1250,21.7298,29.8704,37.0084,82.9325,422.5684,29.3161,35.0611,25.5421,22.9465
2026-02-16T03:15:22,12.675,97.919,9999.0000,6992294.0000,29.9455,37.2756,29.2851,34.9538,25.1244,21.7280,29.8686,37.0020,28.9051,33.6450,29.3135,35.0521,25.5402,22.9407
2026-02-16T03:30:22,12.674,97.810,9999.0000,6992294.0000,29.9392,37.2533,29.2851,34.9538,25.1263,21.7335,29.8704,37.0084,29.2466,34.8201,29.3143,35.0551,25.5402,22.9407
2026-02-16T03:45:21,12.666,97.125,9999.0000,6992294.0000,29.9321,37.2278,29.2869,34.9597,25.1269,21.7353,29.8695,37.0052,44.6788,104.9558,29.3135,35.0521,25.5408,22.9426
2026-02-16T04:00:20,12.667,97.290,9999.0000,6992294.0000,29.9267,37.2086,29.2903,34.9716,25.1294,21.7426,29.8713,37.0115,36.5577,63.8913,29.3135,35.0521,25.5402,22.9407
2026-02-16T04:15:19,12.669,97.454,9999.0000,6992294.0000,29.9195,37.1831,29.2912,34.9746,25.1275,21.7371,29.8695,37.0052,31.1905,41.8195,29.3092,35.0372,25.5395,22.9388
2026-02-16T04:30:18,12.672,97.700,9999.0000,6992294.0000,29.9150,37.1672,29.2920,34.9776,25.1275,21.7371,29.8677,36.9989,41.2950,86.7236,29.3100,35.0402,25.5402,22.9407
2026-02-16T04:45:17,12.672,97.645,9999.0000,6992294.0000,29.9061,37.1354,29.2937,34.9835,25.1269,21.7353,29.8713,37.0115,28.9042,33.6422,29.3126,35.0491,25.5389,22.9369
2026-02-16T05:00:22,12.669,97.454,9999.0000,6992294.0000,29.9016,37.1195,29.2920,34.9776,25.1275,21.7371,29.8695,37.0052,44.9357,106.4059,29.3126,35.0491,25.5389,22.9369
2026-02-16T05:15:22,12.672,97.673,9999.0000,6992294.0000,29.8980,37.1068,29.2912,34.9746,25.1263,21.7335,29.8677,36.9989,32.4391,46.5940,29.3109,35.0432,25.5415,22.9446
