DateTime,Battery_voltage,Battery_SOC,TDR0_us,TDR0_WC%,TDR1_us,TDR1_WC%,TDR2_us,TDR2_WC%,TDR3_us,TDR3_WC%,TDR4_us,TDR4_WC%,TDR5_us,TDR5_WC%,TDR6_us,TDR6_WC%,TDR7_us,TDR7_WC%
2026-02-26T00:00:22,12.493,82.731,9999.0000,6992294.0000,29.0183,34.0328,29.7761,36.6741,25.1541,21.8138,29.8107,36.7967,28.8351,33.4062,29.2689,34.8973,25.4952,22.8085
2026-02-26T00:15:21,12.488,82.293,9999.0000,6992294.0000,29.0192,34.0357,29.7761,36.6741,25.1547,21.8157,29.8116,36.7999,28.8342,33.4033,29.2680,34.8943,25.4933,22.8028
2026-02-26T00:30:20,12.492,82.676,9999.0000,6992294.0000,29.0192,34.0357,29.7779,36.6804,25.1566,21.8212,29.8125,36.8030,28.8359,33.4090,29.2697,34.9002,25.4946,22.8066
2026-02-26T00:45:20,12.484,81.965,9999.0000,6992294.0000,29.0208,34.0415,29.7770,36.6773,25.1547,21.8157,29.8125,36.8030,28.8342,33.4033,29.2697,34.9002,25.4933,22.8028
2026-02-26T01:00:19,12.489,82.403,9999.0000,6992294.0000,29.0166,34.0270,29.7752,36.6710,25.1560,21.8193,29.8116,36.7999,28.8326,33.3977,29.2706,34.9032,25.4939,22.8047
2026-02-26T01:15:18,12.489,82.402,9999.0000,6992294.0000,29.0183,34.0328,29.7779,36.6804,25.1547,21.8157,29.8125,36.8030,28.8359,33.4090,29.2680,34.8943,25.4946,22.8066
2026-02-26T01:30:17,12.486,82.129,9999.0000,6992294.0000,29.0158,34.0242,29.7770,36.6773,25.1547,21.8157,29.8116,36.7999,28.8342,33.4033,29.2723,34.9091,25.4939,22.8047
2026-02-26T01:45:22,12.489,82.403,9999.0000,6992294.0000,29.0175,34.0299,29.7779,36.6804,25.1541,21.8138,29.8098,36.7936,28.8351,33.4062,29.2697,34.9002,25.4939,22.8047
2026-02-26T02:00:21,12.484,81.992,9999.0000,6992294.0000,29.0192,34.0357,29.7787,36.6835,25.1553,21.8175,29.8107,36.7967,28.8351,33.4062,29.2706,34.9032,25.4952,22.8085
2026-02-26T02:15:20,12.483,81.910,9999.0000,6992294.0000,29.0133,34.0155,29.7779,36.6804,25.1560,21.8193,29.8134,36.8062,28.8351,33.4062,29.2697,34.9002,25.4939,22.8047
