DateTime,Battery_voltage,Battery_SOC,TDR0_us,TDR0_WC%,TDR1_us,TDR1_WC%,TDR2_us,TDR2_WC%,TDR3_us,TDR3_WC%,TDR4_us,TDR4_WC%,TDR5_us,TDR5_WC%,TDR6_us,TDR6_WC%,TDR7_us,TDR7_WC%
2026-02-28T00:00:22,12.449,79.089,9999.0000,6992294.0000,28.8892,33.5908,29.7318,36.5176,25.1636,21.8413,29.8125,36.8030,28.8251,33.3722,29.2612,34.8705,25.4849,22.7780
2026-02-28T00:15:21,12.447,78.897,9999.0000,6992294.0000,28.8884,33.5880,29.7327,36.5207,25.1629,21.8395,29.8080,36.7873,28.8243,33.3694,29.2629,34.8765,25.4842,22.7761
2026-02-28T00:30:20,12.444,78.678,9999.0000,6992294.0000,28.8892,33.5908,29.7336,36.5239,25.1636,21.8413,29.8089,36.7904,28.8251,33.3722,29.2603,34.8676,25.4849,22.7780
2026-02-28T00:45:19,12.448,79.034,9999.0000,6992294.0000,28.8900,33.5937,29.7318,36.5176,25.1642,21.8431,29.8089,36.7904,28.8251,33.3722,29.2612,34.8705,25.4842,22.7761
2026-02-28T01:00:18,12.446,78.870,9999.0000,6992294.0000,28.8900,33.5937,29.7336,36.5239,25.1623,21.8376,29.8063,36.7810,28.8259,33.3750,29.2646,34.8824,25.4861,22.7818
2026-02-28T01:15:18,12.448,79.034,9999.0000,6992294.0000,28.8884,33.5880,29.7336,36.5239,25.1636,21.8413,29.8080,36.7873,28.8226,33.3637,29.2612,34.8705,25.4849,22.7780
2026-02-28T01:30:17,12.445,78.788,9999.0000,6992294.0000,28.8884,33.5880,29.7336,36.5239,25.1636,21.8413,29.8116,36.7999,28.8243,33.3694,29.2620,34.8735,25.4836,22.7742
2026-02-28T01:45:22,12.444,78.678,9999.0000,6992294.0000,28.8884,33.5880,29.7327,36.5207,25.1629,21.8395,29.8089,36.7904,28.8218,33.3609,29.2629,34.8765,25.4836,22.7742
2026-02-28T02:00:21,12.446,78.815,9999.0000,6992294.0000,28.8867,33.5823,29.7309,36.5145,25.1636,21.8413,29.8063,36.7810,28.8234,33.3665,29.2594,34.8646,25.4861,22.7818
2026-02-28T02:15:20,12.440,78.350,9999.0000,6992294.0000,28.8875,33.5851,29.7327,36.5207,25.1636,21.8413,29.8089,36.7904,28.8259,33.3750,29.2603,34.8676,25.4861,22.7818
2026-02-28T02:30:19,12.440,78.350,9999.0000,6992294.0000,28.8859,33.5795,29.7318,36.5176,25.1642,21.8431,29.8107,36.7967,28.8259,33.3750,29.2577,34.8587,25.4849,22.7780
2026-02-28T02:45:18,12.443,78.569,9999.0000,6992294.0000,28.8842,33.5738,29.7318,36.5176,25.1636,21.8413,29.8080,36.7873,28.8234,33.3665,29.2629,34.8765,25.4842,22.7761
2026-02-28T03:00:18,12.439,78.213,9999.0000,6992294.0000,28.8859,33.5795,29.7327,36.5207,25.1636,21.8413,29.8107,36.7967,28.8251,33.3722,29.2586,34.8616,25.4836,22.7742
2026-02-28T03:15:17,12.438,78.158,9999.0000,6992294.0000,28.8842,33.5738,29.7345,36.5270,25.1623,21.8376,29.8098,36.7936,28.8234,33.3665,29.2603,34.8676,25.4842,22.7761
2026-02-28T03:30:22,12.434,77.857,9999.0000,6992294.0000,28.8842,33.5738,29.7318,36.5176,25.1655,21.8468,29.8116,36.7999,28.8243,33.3694,29.2603,34.8676,25.4842,22.7761
2026-02-28T03:45:21,12.438,78.158,9999.0000,6992294.0000,28.8842,33.5738,29.7336,36.5239,25.1648,21.8450,29.8089,36.7904,28.8193,33.3524,29.2612,34.8705,25.4836,22.7742
2026-02-28T04:00:20,12.437,78.048,9999.0000,6992294.0000,28.8825,33.5681,29.7318,36.5176,25.1648,21.8450,29.8107,36.7967,28.8234,33.3665,29.2586,34.8616,25.4836,22.7742
2026-02-28T04:15:19,12.437,78.049,9999.0000,6992294.0000,28.8834,33.5709,29.7327,36.5207,25.1636,21.8413,29.8107,36.7967,28.8226,33.3637,29.2603,34.8676,25.4842,22.7761
2026-02-28T04:30:19,12.434,77.857,9999.0000,6992294.0000,28.8825,33.5681,29.7327,36.5207,25.1648,21.8450,29.8089,36.7904,28.8268,33.3779,29.2646,34.8824,25.4823,22.7703
2026-02-28T04:45:18,12.437,78.076,9999.0000,6992294.0000,28.8825,33.5681,29.7336,36.5239,25.1655,21.8468,29.8098,36.7936,28.8218,33.3609,29.2594,34.8646,25.4861,22.7818
2026-02-28T05:00:17,12.436,77.966,9999.0000,6992294.0000,28.8809,33.5624,29.7336,36.5239,25.1642,21.8431,29.8107,36.7967,28.8226,33.3637,29.2603,34.8676,25.4855,22.7799
2026-02-28T05:15:22,12.437,78.048,9999.0000,6992294.0000,28.8809,33.5624,29.7327,36.5207,25.1661,21.8486,29.8080,36.7873,28.8251,33.3722,29.2586,34.8616,25.4842,22.7761
2026-02-28T05:30:21,12.438,78.158,9999.0000,6992294.0000,28.8825,33.5681,29.7336,36.5239,25.1655,21.8468,29.8107,36.7967,28.8243,33.3694,29.2629,34.8765,25.4842,22.7761
2026-02-28T05:45:20,12.434,77.829,9999.0000,6992294.0000,28.8792,33.5567,29.7345,36.5270,25.1648,21.8450,29.8080,36.7873,28.8218,33.3609,29.2612,34.8705,25.4849,22.7780
2026-02-28T06:00:19,12.430,77.528,9999.0000,6992294.0000,28.8775,33.5510,29.7354,36.5301,25.1648,21.8450,29.8071,36.7841,28.8234,33.3665,29.2612,34.8705,25.4829,22.7722
2026-02-28T06:15:19,12.432,77.638,9999.0000,6992294.0000,28.8809,33.5624,29.7336,36.5239,25.1661,21.8486,29.8089,36.7904,28.8243,33.3694,29.2603,34.8676,25.4829,22.7722
2026-02-28T06:30:18,12.435,77.912,9999.0000,6992294.0000,28.8800,33.5595,29.7345,36.5270,25.1648,21.8450,29.8089,36.7904,28.8226,33.3637,29.2620,34.8735,25.4836,22.7742
2026-02-28T06:45:17,12.431,77.583,9999.0000,6992294.0000,28.8800,33.5595,29.7336,36.5239,25.1667,21.8505,29.8116,36.7999,28.8218,33.3609,29.2612,34.8705,25.4836,22.7742
2026-02-28T07:00:22,12.431,77.556,9999.0000,6992294.0000,28.8784,33.5538,29.7327,36.5207,25.1648,21.8450,29.8107,36.7967,28.8259,33.3750,29.2594,34.8646,25.4829,22.7722
2026-02-28T07:15:21,12.433,77.775,9999.0000,6992294.0000,28.8784,33.5538,29.7345,36.5270,25.1667,21.8505,29.8116,36.7999,28.8218,33.3609,29.2629,34.8765,25.4836,22.7742
2026-02-28T07:30:20,12.430,77.473,9999.0000,6992294.0000,28.8759,33.5453,29.7327,36.5207,25.1655,21.8468,29.8107,36.7967,28.8259,33.3750,29.2594,34.8646,25.4836,22.7742
2026-02-28T07:45:19,12.431,77.555,9999.0000,6992294.0000,28.8784,33.5538,29.7345,36.5270,25.1667,21.8505,29.8107,36.7967,28.8226,33.3637,29.2603,34.8676,25.4836,22.7742
2026-02-28T08:00:19,12.426,77.145,9999.0000,6992294.0000,28.8767,33.5481,29.7354,36.5301,25.1667,21.8505,29.8089,36.7904,28.8243,33.3694,29.2603,34.8676,25.4836,22.7742
2026-02-28T08:15:18,12.434,77.857,9999.0000,6992294.0000,28.8775,33.5510,29.7327,36.5207,25.1674,21.8523,29.8116,36.7999,28.8226,33.3637,29.2594,34.8646,25.4816,22.7684
2026-02-28T08:30:17,12.434,77.857,9999.0000,6992294.0000,28.8750,33.5424,29.7345,36.5270,25.1655,21.8468,29.8089,36.7904,28.8243,33.3694,29.2603,34.8676,25.4836,22.7742
2026-02-28T08:45:22,12.433,77.775,9999.0000,6992294.0000,28.8750,33.5424,29.7345,36.5270,25.1667,21.8505,29.8080,36.7873,28.8268,33.3779,29.2586,34.8616,25.4849,22.7780
2026-02-28T09:00:21,12.432,77.638,9999.0000,6992294.0000,28.8734,33.5368,29.7345,36.5270,25.1661,21.8486,29.8098,36.7936,28.8243,33.3694,29.2603,34.8676,25.4842,22.7761
2026-02-28T09:15:20,12.437,78.103,9999.0000,6992294.0000,28.8709,33.5282,29.7354,36.5301,25.1655,21.8468,29.8116,36.7999,28.8234,33.3665,29.2620,34.8735,25.4829,22.7722
2026-02-28T09:30:19,12.433,77.775,9999.0000,6992294.0000,28.8700,33.5254,29.7354,36.5301,25.1674,21.8523,29.8107,36.7967,28.8226,33.3637,29.2577,34.8587,25.4842,22.7761
2026-02-28T09:45:19,12.437,78.076,9999.0000,6992294.0000,28.8734,33.5368,29.7345,36.5270,25.1674,21.8523,29.8107,36.7967,28.8226,33.3637,29.2629,34.8765,25.4836,22.7742
2026-02-28T10:00:18,12.438,78.185,9999.0000,6992294.0000,28.8700,33.5254,29.7354,36.5301,25.1674,21.8523,29.8125,36.8030,28.8234,33.3665,29.2586,34.8616,25.4829,22.7722
